류,번호,표제,품명
39,3916,모노필라멘트·봉·스틱,"플라스틱의 모노필라멘트(횡단면의 치수가 1밀리미터를 초과하는 것으로 한정한다)·막대(rod, stick)·형재(形材)(표면 가공을 한 것인지에 상관없으며 그 밖의 가공한 것은 제외한다)"
39,3917,관·파이프·호스,플라스틱의 관·파이프·호스와 이들의 연결구류[예: 조인트(joint)·엘보(elbow)·플랜지(flange)]
39,3918,바닥깔개·벽피복재,"플라스틱으로 만든 바닥깔개(접착성이 있는지에 상관없으며 롤이나 타일 모양으로 한정한다), 이 류의 주 제9호의 플라스틱으로 만든 벽 피복재나 천장 피복재"
39,3919,접착성 쉬트·테이프,플라스틱으로 만든 접착성 판·시트(sheet)·필름·박(箔)·테이프·스트립과 그 밖의 평면 모양인 것(롤 모양인지에 상관없다)
39,3920,보강하지 않은 판·쉬트,플라스틱으로 만든 그 밖의 판·시트(sheet)·필름·박(箔)·스트립(셀룰러가 아닌 것으로서 그 밖의 재료로 보강·적층·지지하거나 이와 유사하게 결합하지 않은 것으로 한정한다)
39,3921,기타 판·쉬트,플라스틱으로 만든 그 밖의 판·시트(sheet)·필름·박(箔)·스트립
39,3922,위생용품,플라스틱으로 만든 목욕통·샤워통·설거지통·세면대·비데·화장실용 팬·변기용 시트(seat)와 커버·수세용 물탱크와 이와 유사한 위생용품
39,3923,포장용기·마개,"플라스틱으로 만든 물품운반·포장 용기, 플라스틱으로 만든 뚜껑·마개·캡과 이와 유사한 물품"
39,3924,식탁·주방용품,플라스틱으로 만든 식탁용품·주방용품·그 밖의 가정용품·위생용품·화장용품
39,3925,건축용품,플라스틱으로 만든 건축용품(따로 분류되지 않은 것으로 한정한다)
39,3926,기타 제품,플라스틱으로 만든 그 밖의 제품과 제3901호부터 제3914호까지의 그 밖의 재료로 만든 제품
40,4001,천연고무,천연고무·발라타(balata)·구타페르카(gutta-percha)·구아율(guayule)·치클(chicle)과 이와 유사한 천연 검(gum)[일차제품(primary form)·판·시트(sheet)·스트립 모양으로 한정한다]
40,4002,합성고무,"합성고무와 기름에서 제조한 팩티스(factice)[일차제품(primary form)·판·시트(sheet)·스트립 모양으로 한정한다], 제4001호의 물품과 제4002호의 물품과의 혼합물[일차제품(primary form)·판·시트(sheet)·스트립 모양으로 한정한다]"
40,4003,재생고무,재생고무[일차제품(primary form)·판·시트(sheet)·스트립 모양으로 한정한다]
40,4004,웨이스트,고무의 웨이스트(waste)·페어링(paring)·스크랩(scrap)[경질(硬質)고무인 것은 제외한다]과 이들의 가루와 알갱이
40,4005,비가황 배합고무,가황하지 않은 배합고무[일차제품(primary form)·판·시트(sheet)·스트립 모양으로 한정한다]
40,4006,비가황 기타제품,가황하지 않은 고무의 그 밖의 모양[예: 막대(rod)·관·형재(形材)]과 제품(예: 디스크·링)
40,4007,고무사,고무실과 고무끈(가황한 것으로 한정한다)
40,4008,쉬트·봉,"고무로 만든 판·시트(sheet)·스트립·막대(rod)·형재(形材)[가황한 것으로 한정하며, 경질(硬質)고무인 것은 제외한다]"
40,4009,관·호스,"고무로 만든 관·파이프·호스[가황한 것으로 한정하고, 경질(硬質)고무인 것은 제외하며, 조인트(joint)·엘보(elbow)·플랜지(flange) 등 연결구류가 부착된 것인지에 상관없다]"
40,4010,콘베이어용 벨트,고무로 만든 컨베이어용·전동(transmission)용 벨트와 벨팅(belting)(가황한 것으로 한정한다)
40,4011,공기타이어(신품),고무로 만든 공기타이어(신품으로 한정한다)
40,4012,공기타이어(재생·중고품),"고무로 만든 공기타이어(재생품과 중고품으로 한정한다), 고무로 만든 솔리드(solid)나 쿠션타이어, 타이어 트레드(tread), 타이어 플랩(flap)"
40,4013,인너튜브,고무로 만든 이너튜브
40,4014,위생·의료용품,"고무로 만든 위생용품과 의료용품[젖꼭지를 포함하며, 경질(硬質)고무 외의 가황한 것으로 한정한다. 다만, 경질(硬質)고무로 만든 연결구류를 부착한 것인지에 상관없다]"
40,4015,고무제의 의류,"고무로 만든 의류와 의류 부속품[장갑, 벙어리장갑을 포함하고, 경질(硬質)고무 외의 가황한 것으로 한정하며, 어떤 용도인지는 상관없다]"
40,4016,기타제품,가황한 고무의 그 밖의 제품[경질(硬質)고무로 만든 것은 제외한다]
40,4017,경질고무와 그 제품,"각종 모양의 경질(硬質)고무[예: 에보나이트(ebonite), 각종 모양의 웨이스트(waste)와 스크랩(scrap)을 포함한다]와 경질고무의 제품"
41,4101,소의 원피,"소(버팔로를 포함한다)와 마속(馬屬)동물의 원피[생 것·염장한 것·건조한 것·석회처리한 것·산처리한 것이나 그 밖의 방법으로 보존처리한 것으로 한정하고, 유연처리·파치먼트(parchment) 가공이나 그 이상의 가공을 한 것은 제외하며, 털을 제거한 것인지 또는 스플릿(split)한 것인지에 상관없다]"
41,4102,양의 원피,"면양이나 어린 양의 원피[생 것·염장한 것·건조한 것·석회처리한 것·산처리한 것이나 그 밖의 방법으로 보존처리한 것으로 한정하고, 유연처리·파치먼트(parchment) 가공이나 그 이상의 가공을 한 것은 제외하며, 털을 제거한 것인지 또는 스플릿(split)한 것인지에 상관없다. 다만, 이 류의 주 제1호다목에 따라 제외되는 것을 포함하지 않는다]"
41,4103,기타의 원피,"그 밖의 원피[생 것·염장한 것·건조한 것·석회처리한 것·산처리한 것이나 그 밖의 방법으로 보존처리한 것으로 한정하고, 유연처리·파치먼트(parchment) 가공이나 그 이상의 가공을 한 것은 제외하며, 털을 제거한 것인지 또는 스플릿(split)한 것인지에 상관없다. 다만, 이 류의 주 제1호나목이나 다목에 따라 제외되는 것을 포함하지 않는다]"
41,4104,유연처리한 소의 원피,"소(버팔로를 포함한다)나 마속(馬屬)동물의 유연처리나 크러스트 처리한 원피[털을 제거한 것으로 한정하고, 스플릿(split)한 것인지에 상관없으며 그 이상 가공한 것은 제외한다]"
41,4105,유연처리한 양의 원피,"면양이나 어린 양의 유연처리·크러스트 처리한 원피[털을 제거한 것으로 한정하고, 스플릿(split)한 것인지에 상관없으며 그 이상 가공한 것은 제외한다]"
41,4106,유연처리한 기타 원피,"그 밖의 동물의 유연처리·크러스트 처리한 원피[털을 제거한 것으로 한정하고, 스플릿(split)한 것인지에 상관없으며 그 이상 가공한 것은 제외한다]"
41,4107,소가죽,"유연처리·크러스트 처리한 후 그 이상의 가공을 한 소(버팔로를 포함한다)나 마속(馬屬)동물의 가죽[파치먼트(parchment) 가공 가죽을 포함한다][털을 제거한 것으로 한정하고, 스플릿(split)한 것인지에 상관없으며 제4114호의 가죽은 제외한다]"
41,4112,양가죽,"유연처리·크러스트 처리한 후 그 이상의 가공을 한 면양이나 어린 양의 가죽[파치먼트(parchment) 가공 가죽을 포함한다][털을 제거한 것으로 한정하고, 스플릿(split)한 것인지에 상관없으며 제4114호의 가죽은 제외한다]"
41,4113,기타 가죽,"유연처리·크러스트 처리한 후 그 이상의 가공을 한 그 밖의 동물의 가죽[파치먼트(parchment) 가공 가죽을 포함한다][털을 제거한 것으로 한정하고, 스플릿(split)한 것인지에 상관없으며 제4114호의 가죽은 제외한다]"
41,4114,세무가죽·페이턴트레더,"섀미가죽(chamois leather)[콤비네이션 섀미가죽(chamois leather)을 포함한다], 페이턴트 레더(patent leather)와 적층한 페이턴트 레더(patent leather), 메탈라이즈드 레더(metallised leather)"
41,4115,콤포지션레더·가죽웨이스트,"콤퍼지션 레더(composition leather)[가죽이나 가죽섬유를 기본 재료로 하여 제조한 것으로서 롤 모양인지에 상관없으며 슬래브 모양·시트(sheet) 모양·스트립 모양으로 한정한다], 가죽이나 콤퍼지션 레더(composition leather)의 페어링(paring)과 그 밖의 웨이스트(waste)(가죽제품의 제조에 적합하지 않은 것으로 한정한다), 가죽의 더스트(dust)와 가루"
42,4201,동물용의 마구,"동물용 마구(고삐줄, 끈, 무릎받이, 재갈, 안장용 방석, 안장에 다는 주머니, 개용 코트와 이와 유사한 것을 포함하며, 어떤 재료이든 상관없다)"
42,4202,케이스·가방,"트렁크·슈트 케이스·화장품 케이스·이그잭큐티브 케이스(executive case)·서류가방·학생가방·안경 케이스·쌍안경 케이스·사진기 케이스·악기 케이스·총 케이스·권총 케이스와 이와 유사한 용기, 가죽·콤퍼지션 레더(composition leather)·플라스틱의 시트(sheet)·방직용 섬유·벌커나이즈드파이버(vulcanised fibre)·판지 또는 이러한 재료나 종이로 전부 또는 주로 피복하여 만든 여행가방·식품용이나 음료용 단열가방·화장갑·배낭·핸드백·쇼핑백·돈주머니·지갑·지도용 케이스·담배 케이스·담배쌈지·공구가방·운동용구 가방, 병 케이스·신변장식용품용 상자·분갑·칼붙이집과 이와 유사한 용기"
42,4203,가죽의류,의류와 의류 부속품[가죽이나 콤퍼지션 레더(composition leather)로 만든 것으로 한정한다]
42,4205,기타 가죽제품,그 밖의 가죽제품과 콤퍼지션 레더(composition leather)제품
42,4206,거트제품,거트(gut)[누에의 거트(gut)는 제외한다]·골드비터 스킨(goldbeater skin)·방광·건(腱)의 제품
43,4301,생모피,"생모피(모피 사용에 적합한 머리 부분, 꼬리 부분, 발 부분과 그 밖의 조각이나 절단품을 포함하며, 제4101호·제4102호·제4103호에 해당하는 원피는 제외한다)"
43,4302,모피,"모피(유연처리, 드레스가공한 것으로서 머리 부분, 꼬리 부분, 발 부분과 그 밖의 조각이나 절단품을 포함하고, 조합하지 않은 것이나 그 밖의 재료를 가하지 않고 조합한 것으로 한정하며, 제4303호의 물품은 제외한다)"
43,4303,모피제품,모피의류·모피의류의 부속품과 그 밖의 모피제품
43,4304,인조모피와 그 제품,인조모피와 그 제품
44,4401,땔나무,"땔나무(통나무, 목편, 작은 가지, 다발이나 이와 유사한 모양으로 한정한다), 칩이나 삭편(削片) 모양인 목재, 톱밥·목재의 웨이스트(waste)와 스크랩(scrap)[통나무·브리케트(briquette)·펠릿(pellet)이나 이와 유사한 모양으로 응결된 것인지에 상관없다]"
44,4402,목탄,"목탄[쉘(shell)이나 너트(nut)의 탄을 포함하며, 응결된 것인지에 상관없다]"
44,4403,원목,원목[껍질·변재(邊材)를 벗긴 것인지 또는 거칠게 각을 뜬 것인지에 상관없다]
44,4404,말뚝,"후프우드(hoopwood), 쪼갠 말뚝, 뾰족하게 만든 목재의 말뚝류(길이의 방향으로 톱질한 것은 제외한다), 목재의 막대(stick)[지팡이·산류(傘類)·공구의 자루나 이와 유사한 물품의 제조에 적합한 것으로서 거칠게 깎은 것으로 한정하며, 선반가공·휨 가공이나 그 밖의 가공을 한 것은 제외한다], 칩우드(chipwood)와 이와 유사한 것"
44,4405,목모와 목분,목모(wood wool)와 목분(wood flour)
44,4406,철도용 받침목,철도용 또는 궤도용 받침목(크로스타이)
44,4407,제재목,"제재목[길이의 방향으로 쪼갠 것, 평삭(平削)한 것, 회전식으로 절단한 것으로서 두께가 6밀리미터를 초과하는 것으로 한정하며, 대패질·연마·엔드-조인트한(end-jointed) 것인지에 상관없다]"
44,4408,합판용 단판,"베니어용 단판[적층 목재를 평삭(平削)한 것을 포함한다], 합판용 단판이나 이와 유사한 적층 목재용 단판, 그 밖의 목재[길이의 방향으로 톱질한 것, 평삭(平削)한 것, 회전식으로 절단한 것으로서 두께가 6밀리미터 이하인 것으로 한정하며, 대패질·연마·엔드-조인트한(end-jointed) 것인지에 상관없다]"
